date,close,daily_return,sentiment,ticker
2025-09-02,170.78,0.0,0.41967777777777776,NVDA
2025-09-03,170.62,-0.09368778545496559,0.6114636363636364,NVDA
2025-09-04,171.66,0.6095416715508062,0.45151111111111114,NVDA
2025-09-05,167.02,-2.7030175929162237,0.5246526315789474,NVDA
2025-09-08,168.31,0.7723625913064192,0.34934000000000004,NVDA
2025-09-09,170.76,1.4556473174499374,0.6528066666666666,NVDA
2025-09-10,177.33,3.8475052705551738,0.6284357142857143,NVDA
2025-09-11,177.17,-0.0902272599109133,0.7695333333333333,NVDA
2025-09-12,177.82,0.3668792684991873,0.5196578947368421,NVDA
2025-09-15,177.75,-0.03936565065796316,0.33530909090909095,NVDA
2025-09-16,174.88,-1.6146272855133592,0.6757384615384615,NVDA
2025-09-17,170.29,-2.624656907593781,0.4774225806451613,NVDA
2025-09-18,176.24,3.4940395795407975,0.5381952380952381,NVDA
2025-09-19,176.67,0.24398547435313667,0.40725,NVDA
2025-09-22,183.61,3.9282277692873846,-0.053875,NVDA
2025-09-23,178.43,-2.821197102554329,0.32792857142857146,NVDA
2025-09-24,176.97,-0.8182480524575486,0.3422125,NVDA
2025-09-25,177.69,0.40684861840989406,0.29705454545454546,NVDA
2025-09-26,178.19,0.2813889357870414,0.36729999999999996,NVDA
2025-09-29,181.85,2.053987316908912,0.5226545454545455,NVDA
2025-09-30,186.58,2.6010448171570166,0.4461,NVDA
2025-10-01,187.24,0.3537356629863764,0.5564619047619048,NVDA
2025-10-02,188.89,0.8812219611194161,0.4695869565217391,NVDA
2025-10-03,187.62,-0.672348986182425,0.4546,NVDA
2025-10-06,185.54,-1.1086238140923244,0.49666956521739136,NVDA
2025-10-07,185.04,-0.2694836692896385,0.5871791666666667,NVDA
2025-10-08,189.11,2.1995244271509007,0.66332,NVDA
2025-10-09,192.57,1.8296229707577494,0.58578,NVDA
2025-10-10,183.16,-4.886534766578388,0.5727588235294118,NVDA
2025-10-13,188.32,2.81720899759772,0.5458666666666666,NVDA
2025-10-14,180.03,-4.402081563296512,0.399032,NVDA
2025-10-15,179.83,-0.11109259567849694,0.3679176470588235,NVDA
2025-10-16,181.81,1.1010398709892621,0.5939535714285714,NVDA
2025-10-17,183.22,0.7755348990704514,0.6207615384615385,NVDA
2025-10-20,182.64,-0.3165593275843315,0.6822733333333333,NVDA
2025-10-21,181.16,-0.810337275514672,0.42949375,NVDA
2025-10-22,180.28,-0.4857584455729702,0.7054277777777778,NVDA
2025-10-23,182.16,1.0428222764588435,0.4623466666666667,NVDA
2025-10-24,186.26,2.250768555116389,0.6138714285714285,NVDA
2025-10-27,191.49,2.8079029313862414,0.7026666666666667,NVDA
2025-10-28,201.03,4.981983393388689,0.5222913043478261,NVDA
